Stage 3: the arms, timed. R3, R4, R9 and R2's floor.

commit:      d281acf6ae3d78510d62c68f969ff16fe52e0768 (+ this slice)
build:       arm a, target sources, dotnet build -c Release, NO AkCount:
             the per-site counting store is out of this build.
awk: 1: unexpected character '\'
machine:     4 vCPU Intel(R) Xeon(R) Processor @ 2.80GHz,  GiB, 6.18.44-fc-v37
sdk:         8.0.131
content set: ASCII, which is what every id in the real schema is. The other two
             sets are stage5-content-sets.log and they MOVE these ratios:
             the managed encode advantage narrows from 0.31-0.43 of the
             incumbent on ascii to 0.45-0.61 on wide. A number here without
             that one beside it is half a number (design/SHAPES.md).

R13 calibration, taken on THIS container before anything below:
  the Rust slice's crossing benchmark measures 1.8 ns forward and 2.1 ns
  forward-plus-reverse here, five runs, medians 1.8/1.8/1.8/1.8/1.8 and
  2.1/2.1/2.1/2.1/2.1 (ffi/logs/csharp/calibration-rust-crossing.log). That
  reproduces the Rust slice's own container to the digit, so an absolute below
  is comparable with a Rust slice absolute -- a fact that had to be MEASURED
  and could not have been assumed, which is what R13 is for.

THREE PROCESSES. A ratio is formed inside one process (R4); the spread across
the three is what says whether the ratio travels. Absolutes do not.

############################## process 1 ##############################
# harness: bench
# utc:                 2026-09-19T07:39:05Z
# runtime:             .NET 8.0.31
# os:                  Ubuntu 24.04.4 LTS
# arch:                X64
# processors:          4
# Google.Protobuf:     3.28.3.0
# server GC:           False
# latency mode:        Interactive
# tiered compilation:  on (default)
# tiered PGO:          on (default)
# R2R:                 on (default)
# floor sources:       no
# facade TFM:          net8.0
# transcoder:          Encoding.UTF8.GetBytes(ReadOnlySpan<char>, Span<byte>) -- net8.0
# length-prefix sites: 72
#
# R13 calibration on THIS machine: the Rust slice's crossing benchmark
#   measures 1.8 ns forward and 2.1 ns forward-plus-reverse here
#   (ffi/logs/csharp/calibration-rust-crossing.log). Every absolute
#   below is also quotable as a multiple of that 1.8 ns.
#
# 128 cases, 7 rounds, interleaved: every case runs once before any runs twice
# warmup budget 40 ms per case, twice, with a sleep between so the tiering
#   background thread can promote. R9: tiering and PGO stay ON.

payload  dir     arm              reps      min ns      med ns      max ns   ns/elem   alloc B/op   /gp-writeto  /gp-tba
P5.3     encode  memcpy floor      1171     57957.7     59528.9     61311.4  59528.95            0   0.968        0.129

P5.3     decode  gp-parse           147    301938.8    466425.9    533913.6  466425.85      1048904   1.000        1.000
P5.3     decode  managed-parse      119    293529.4    539963.0    633912.6  539963.03      1048856   1.158        1.158
P5.3     decode  memcpy floor      1171     54902.8     60257.8     67975.2  60257.81            0   0.129        0.129

P5.4     encode  gp-tobytearray      39   1333479.5   1751223.1   2258971.8  1751223.08      4194480   5.000        1.000
P5.4     encode  gp-writeto         147    325656.5    350224.5    376957.8  350224.49            0   1.000        0.200
P5.4     encode  managed            147    361556.5    367396.6    393406.1  367396.60            0   1.049        0.210
P5.4     encode  managed-2pass      147    354302.7    366580.3    377585.0  366580.27            0   1.047        0.209
P5.4     encode  memcpy floor       147    343709.5    349787.8    362612.9  349787.76            0   0.999        0.200

P5.4     decode  gp-parse            29   1328000.0   1685262.1   2302706.9  1685262.07      4194632   1.000        1.000
P5.4     decode  managed-parse       53   1531520.8   1623103.8   2419469.8  1623103.77      4194719   0.963        0.963
P5.4     decode  memcpy floor       147    339690.5    347212.9    354732.7  347212.93            0   0.206        0.206

P6.1     encode  gp-tobytearray      73    543723.3    580758.9    593047.9   2903.79       123448   1.113        1.000
P6.1     encode  gp-writeto         147    513195.9    521617.0    532345.6   2608.09            0   1.000        0.898
P6.1     encode  managed            247    162128.7    164175.7    166571.7    820.88            0   0.315        0.283
P6.1     encode  managed-2pass      147    309285.0    312146.3    345561.2   1560.73            0   0.598        0.537
P6.1     encode  memcpy floor      9363      5249.2      5519.8      5766.3     27.60            0   0.011        0.010

P6.1     decode  gp-parse           147    519929.9    535357.1    580241.5   2676.79       356240   1.000        1.000
P6.1     decode  managed-parse      147    397483.7    416215.0    434021.8   2081.07       465088   0.777        0.777
P6.1     decode  memcpy floor      9363      5072.2      5345.4      6012.9     26.73            0   0.010        0.010

P7.1     encode  gp-tobytearray   74899       532.8       546.3       755.7     91.06          192   1.169        1.000
P7.1     encode  gp-writeto       85396       465.3       467.4       478.1     77.91            0   1.000        0.856
P7.1     encode  managed         246777       162.4       164.0       171.0     27.33            0   0.351        0.300
P7.1     encode  managed-2pass   144171       278.2       280.7       326.6     46.78            0   0.600        0.514
P7.1     encode  memcpy floor    4793491        13.5        13.7        16.0      2.29            0   0.029        0.025

P7.1     decode  gp-parse         74899       914.0       927.7       951.6    154.61          776   1.000        1.000
P7.1     decode  managed-parse   149799       535.9       553.9       620.7     92.32          656   0.597        0.597
P7.1     decode  memcpy floor    4793491        13.6        13.8        14.1      2.31            0   0.015        0.015

Reading this table.
  /gp-writeto is the fair baseline on encode: CalculateSize + WriteTo(Span) into a
    reused buffer, no allocation. On decode the baseline column is gp-parse for both.
  /gp-tba is Google.Protobuf's ToByteArray, which is the call application code
    actually writes. The two differ by one allocation of the output, and the gap
    between the two columns is that allocation with nothing else in it.
  managed against managed-2pass is a WITHIN-ARM delta in the same rounds (R4): one
    pass with a learned length width against two passes with exact prefixes, which
    is the shape Google.Protobuf uses. It prices the single pass ALONE.
  memcpy floor is R2's bound: no encoder produces N bytes for less than one copy of
    N bytes. On DECODE it is a weak floor except on the M5 bulk rows, where a
    decode is a copy; elsewhere read it as a scale and not as a bound.
  ns/elem divides by the element count, which for P1.1 (4 elements) is a per-MESSAGE
    cost divided by four and is NOT comparable with P1.2's.
  There are no crossing counts here: every arm in this table is in-process managed
    code and crosses nothing. The counts R5 asks for belong to the core-ffi arm,
    which is not built.

############################## process 3 ##############################
# harness: bench
# utc:                 2026-09-19T07:42:00Z
# runtime:             .NET 8.0.31
# os:                  Ubuntu 24.04.4 LTS
# arch:                X64
# processors:          4
# Google.Protobuf:     3.28.3.0
# server GC:           False
# latency mode:        Interactive
# tiered compilation:  on (default)
# tiered PGO:          on (default)
# R2R:                 on (default)
# floor sources:       no
# facade TFM:          net8.0
# transcoder:          Encoding.UTF8.GetBytes(ReadOnlySpan<char>, Span<byte>) -- net8.0
# length-prefix sites: 72
#
# R13 calibration on THIS machine: the Rust slice's crossing benchmark
#   measures 1.8 ns forward and 2.1 ns forward-plus-reverse here
#   (ffi/logs/csharp/calibration-rust-crossing.log). Every absolute
#   below is also quotable as a multiple of that 1.8 ns.
#
# 128 cases, 7 rounds, interleaved: every case runs once before any runs twice
# warmup budget 40 ms per case, twice, with a sleep between so the tiering
#   background thread can promote. R9: tiering and PGO stay ON.

payload  dir     arm              reps      min ns      med ns      max ns   ns/elem   alloc B/op   /gp-writeto  /gp-tba
------------------------------------------------------------------------------------------------------------------------------------
P1.1     encode  gp-tobytearray   20728      1927.2      1938.9      1985.3    484.72          952   1.194        1.000
P1.1     encode  gp-writeto       44293      1614.9      1623.3      1801.6    405.83            0   1.000        0.837
P1.1     encode  managed          74899       697.5       702.7       742.1    175.68            0   0.433        0.362
P1.1     encode  managed-2pass    53321      1337.8      1349.0      1349.9    337.24            0   0.831        0.696
P1.1     encode  memcpy floor    3021121        24.0        24.2        24.4      6.04            0   0.015        0.012

P1.1     decode  gp-parse         24711      2992.2      3141.2      3295.3    785.31         2888   1.000        1.000
P1.1     decode  managed-parse    38137      1908.3      1994.1      2379.1    498.52         2624   0.635        0.635
P1.1     decode  memcpy floor    2844059        24.1        24.3        27.1      6.07            0   0.008        0.008

P1.2     encode  gp-tobytearray      73    528878.1    605875.3    764483.6    605.88       218216   1.256        1.000
P1.2     encode  gp-writeto         147    481755.8    482474.8    489741.5    482.47            0   1.000        0.796
P1.2     encode  managed            188    206193.1    207479.8    209034.6    207.48            0   0.430        0.342
P1.2     encode  managed-2pass      147    440285.7    442040.8    444667.3    442.04            0   0.916        0.730
P1.2     encode  memcpy floor      7759      9421.6      9753.6     10480.2      9.75            0   0.020        0.016

P1.2     decode  gp-parse            50    815926.0    844430.0    989070.0    844.43       697928   1.000        1.000
P1.2     decode  managed-parse       73    501524.7    563646.6    570316.4    563.65       641976   0.667        0.667
P1.2     decode  memcpy floor      7671      9366.9      9819.0     10141.8      9.82            0   0.012        0.012

P1.3     encode  gp-tobytearray    3186     12672.1     12716.6     13742.3     42.39          696   1.016        1.000
P1.3     encode  gp-writeto        6023     12451.8     12517.6     15175.3     41.73            0   1.000        0.984
P1.3     encode  managed          18727      3979.5      4014.3      4371.4     13.38            0   0.321        0.316
P1.3     encode  managed-2pass     9363      5162.2      5187.3      5658.3     17.29            0   0.414        0.408
P1.3     encode  memcpy floor    1993798        21.9        22.1        24.2      0.07            0   0.002        0.002

P1.3     decode  gp-parse          2509     29093.9     31729.3     32726.9    105.76        39568   1.000        1.000
P1.3     decode  managed-parse     2878     12554.0     16138.8     16710.5     53.80        37216   0.509        0.509
P1.3     decode  memcpy floor    3959141        22.1        22.3        24.3      0.07            0   0.001        0.001

P2.1     encode  gp-tobytearray   11224      3586.7      3591.2      3703.8   3591.24         1184   1.106        1.000
P2.1     encode  gp-writeto       12471      3232.9      3247.8      3337.6   3247.80           56   1.000        0.904
P2.1     encode  managed          74899       897.6       905.1       910.7    905.14            0   0.279        0.252
P2.1     encode  managed-2pass    19372      2079.2      2089.8      2150.1   2089.75            0   0.643        0.582
P2.1     encode  memcpy floor    3023559        26.4        26.6        27.2     26.65            0   0.008        0.007

P2.1     decode  gp-parse          9363      5352.0      5420.3      5580.3   5420.28         4848   1.000        1.000
P2.1     decode  managed-parse    11245      3489.1      3594.4      3773.9   3594.38         4408   0.663        0.663
P2.1     decode  memcpy floor    2977101        26.5        26.7        28.5     26.71            0   0.005        0.005

P2.2     encode  gp-tobytearray      19   2243326.3   2447500.0   3070236.8   4895.00       568512   1.148        1.000
P2.2     encode  gp-writeto          19   2105484.2   2131921.1   2177852.6   4263.84        28000   1.000        0.871
P2.2     encode  managed            133    600637.6    606251.9    653127.8   1212.50            0   0.284        0.248
P2.2     encode  managed-2pass       27   1520263.0   1542363.0   1553388.9   3084.73            0   0.723        0.630
P2.2     encode  memcpy floor      3535     21549.7     21626.7     22595.9     43.25            0   0.010        0.009

P2.2     decode  gp-parse            19   3149384.2   3206084.2   3448121.1   6412.17      2316528   1.000        1.000
P2.2     decode  managed-parse       21   2047952.4   2167828.6   2451928.6   4335.66      2117904   0.676        0.676
P2.2     decode  memcpy floor      3523     20880.3     21612.1     25728.5     43.22            0   0.007        0.007

P2.3     encode  gp-tobytearray      28   1432889.3   1593521.4   2041021.4  12748.17       654205   1.214        1.000
P2.3     encode  gp-writeto          31   1295380.6   1312174.2   1455422.6  10497.39         7000   1.000        0.823
P2.3     encode  managed            147    459901.4    467234.7    497881.0   3737.88            0   0.356        0.293
P2.3     encode  managed-2pass       39   1033807.7   1045797.4   1108584.6   8366.38            0   0.797        0.656
P2.3     encode  memcpy floor      2641     29660.7     30315.8     32295.5    242.53            0   0.023        0.019

P2.3     decode  gp-parse            39   2145620.5   2268828.2   2691797.4  18150.63      2091104   1.000        1.000
P2.3     decode  managed-parse       47   1570229.8   1713957.4   1828468.1  13711.66      2085480   0.755        0.755
P2.3     decode  memcpy floor      2741     29706.6     30295.4     31805.3    242.36            0   0.013        0.013

P2.4     encode  gp-tobytearray      41   1833780.5   2051019.5   2459336.6  25637.74       984196   1.256        1.000
P2.4     encode  gp-writeto          25   1624028.0   1633496.0   1762972.0  20418.70         4480   1.000        0.796
P2.4     encode  managed            117    645250.4    663417.1    721099.1   8292.71            0   0.406        0.323
P2.4     encode  managed-2pass       31   1307251.6   1326596.8   1431609.7  16582.46            0   0.812        0.647
P2.4     encode  memcpy floor      1171     49096.2     51055.8     52046.0    638.20            0   0.031        0.025

P2.4     decode  gp-parse            15   2951900.0   3238873.3   3801653.3  40485.92      3283352   1.000        1.000
P2.4     decode  managed-parse       19   2118300.0   2397768.4   2702726.3  29972.11      3265688   0.740        0.740
P2.4     decode  memcpy floor      1171     48593.4     50092.3     52071.4    626.15            0   0.015        0.015

P2.5     encode  gp-tobytearray    1171     68118.9     71518.1     72422.3   3575.91        20840   1.127        1.000
P2.5     encode  gp-writeto        1171     62723.2     63455.6     65759.9   3172.78         1120   1.000        0.887
P2.5     encode  managed           4363     16978.6     17139.1     17319.8    856.95            0   0.270        0.240
P2.5     encode  managed-2pass     1171     40465.4     40798.6     59829.2   2039.93            0   0.643        0.570
P2.5     encode  memcpy floor     74899       624.2       746.8       773.5     37.34            0   0.012        0.010

P2.5     decode  gp-parse           821     94421.2     98432.6    105306.1   4921.63        86856   1.000        1.000
P2.5     decode  managed-parse     1125     65760.5     69800.5     72693.9   3490.03        79704   0.709        0.709
P2.5     decode  memcpy floor     74899       695.5       732.6       770.1     36.63            0   0.007        0.007

P3.1     encode  gp-tobytearray    1171     44159.2     44364.0     44841.7    221.82        12192   1.225        1.000
P3.1     encode  gp-writeto        1171     36039.8     36223.0     38801.5    181.11            0   1.000        0.816
P3.1     encode  managed           3254     12375.1     12421.6     12709.2     62.11            0   0.343        0.280
P3.1     encode  managed-2pass     1677     23938.9     23969.2     24723.5    119.85            0   0.662        0.540
P3.1     encode  memcpy floor    599187       116.6       127.0       128.5      0.64            0   0.004        0.003

P3.1     decode  gp-parse          1171     63543.9     64813.7     66190.3    324.07        49664   1.000        1.000
P3.1     decode  managed-parse     1171     40369.2     41934.9     43327.8    209.67        51952   0.647        0.647
P3.1     decode  memcpy floor    599187       121.4       123.6       127.5      0.62            0   0.002        0.002

P4.1     encode  gp-tobytearray     147    477912.9    486836.1    548516.3   2434.18        76616   1.046        1.000
P4.1     encode  gp-writeto         147    463673.5    465499.3    518283.7   2327.50        11200   1.000        0.956
P4.1     encode  managed            380    105848.7    106558.4    140799.7    532.79            0   0.229        0.219
P4.1     encode  managed-2pass      147    283270.1    286097.3    337074.1   1430.49            0   0.615        0.588
P4.1     encode  memcpy floor     29155      2539.5      2648.4      2833.4     13.24            0   0.006        0.005

P4.1     decode  gp-parse            73    534982.2    560253.4    568680.8   2801.27       392504   1.000        1.000
P4.1     decode  managed-parse      147    360863.3    363394.6    376019.0   1816.97       357352   0.649        0.649
P4.1     decode  memcpy floor     26979      2403.1      2738.2      3415.3     13.69            0   0.005        0.005

P5.1     encode  gp-tobytearray  337563       222.7       232.8       250.1    232.77          208   1.599        1.000
P5.1     encode  gp-writeto      567647       140.6       145.6       151.9    145.61            0   1.000        0.626
P5.1     encode  managed         600472        67.0        67.7        75.5     67.68            0   0.465        0.291
P5.1     encode  managed-2pass   599187       110.8       115.5       121.3    115.51            0   0.793        0.496
P5.1     encode  memcpy floor    4793491        14.5        14.6        15.0     14.62            0   0.100        0.063

P5.1     decode  gp-parse        246997       311.5       319.3       334.6    319.29          368   1.000        1.000
P5.1     decode  managed-parse   373997       184.8       205.2       219.2    205.18          320   0.643        0.643
P5.1     decode  memcpy floor    4793491        14.7        14.7        15.8     14.73            0   0.046        0.046

P5.2     encode  gp-tobytearray    5445     10603.1     10748.3     12599.5  10748.28        65712   3.727        1.000
P5.2     encode  gp-writeto       25697      2365.0      2883.5      2931.5   2883.52            0   1.000        0.268
P5.2     encode  managed          26423      2515.1      2719.5      3813.0   2719.49            0   0.943        0.253
P5.2     encode  managed-2pass    26265      2578.3      2783.0      3110.7   2783.02            0   0.965        0.259
P5.2     encode  memcpy floor     27253      2371.7      2724.6      2753.3   2724.56            0   0.945        0.253

P5.2     decode  gp-parse          4789     10601.3     12723.6     14699.8  12723.60        65864   1.000        1.000
P5.2     decode  managed-parse     3228      9122.5     10898.3     13739.1  10898.33        65816   0.857        0.857
P5.2     decode  memcpy floor     13757      2621.3      2885.4      3113.9   2885.37            0   0.227        0.227

P5.3     encode  gp-tobytearray      73    292038.4    525052.1    814242.5  525052.05      1048852   8.597        1.000
P5.3     encode  gp-writeto        1171     60053.0     61076.9     69893.2  61076.94            0   1.000        0.116
P5.3     encode  managed           1171     61903.3     62749.7     81864.0  62749.70            0   1.027        0.120
P5.3     encode  managed-2pass     1171     62045.8     63009.1     65649.3  63009.14            0   1.032        0.120
P5.3     encode  memcpy floor      1171     56202.3     59354.9     61090.9  59354.91            0   0.972        0.113

P5.3     decode  gp-parse           147    357238.1    389289.8    503372.8  389289.80      1048961   1.000        1.000
P5.3     decode  managed-parse       73    279769.9    485986.3    600017.8  485986.30      1048856   1.248        1.248
P5.3     decode  memcpy floor      1171     55033.2     59758.1     73232.0  59758.07            0   0.154        0.154

P5.4     encode  gp-tobytearray      25   1261308.0   1797076.0   2232404.0  1797076.00      4194802   5.125        1.000
P5.4     encode  gp-writeto         147    345593.2    350636.7    360891.8  350636.73            0   1.000        0.195
P5.4     encode  managed            147    346268.0    364333.3    369463.9  364333.33            0   1.039        0.203
P5.4     encode  managed-2pass      147    325587.1    356687.1    368376.9  356687.07            0   1.017        0.198
P5.4     encode  memcpy floor       147    349487.1    354477.6    416809.5  354477.55            0   1.011        0.197

P5.4     decode  gp-parse            29   1283841.4   1672058.6   2858362.1  1672058.62      4194972   1.000        1.000
P5.4     decode  managed-parse       19   1227489.5   1674847.4   1952031.6  1674847.37      4194975   1.002        1.002
P5.4     decode  memcpy floor       147    330502.0    349149.7    358502.7  349149.66            0   0.209        0.209

P6.1     encode  gp-tobytearray      73    562324.7    595457.5    627624.7   2977.29       123448   1.118        1.000
P6.1     encode  gp-writeto         147    526634.0    532655.1    552442.2   2663.28            0   1.000        0.895
P6.1     encode  managed            238    168766.0    169110.1    171034.9    845.55            0   0.317        0.284
P6.1     encode  managed-2pass      147    330873.5    333037.4    341861.2   1665.19            0   0.625        0.559
P6.1     encode  memcpy floor      9363      5002.1      5416.8      5843.7     27.08            0   0.010        0.009

P6.1     decode  gp-parse           147    529584.4    541547.6    638336.7   2707.74       356240   1.000        1.000
P6.1     decode  managed-parse      147    434461.9    454798.6    462683.7   2273.99       465088   0.840        0.840
P6.1     decode  memcpy floor      9363      5220.3      5528.9      6043.4     27.64            0   0.010        0.010

P7.1     encode  gp-tobytearray   74899       538.9       540.9       596.1     90.16          192   1.179        1.000
P7.1     encode  gp-writeto      177297       449.5       458.6       472.8     76.44            0   1.000        0.848
P7.1     encode  managed         470283       168.7       171.1       191.0     28.52            0   0.373        0.316
P7.1     encode  managed-2pass   145952       271.5       277.4       315.1     46.23            0   0.605        0.513
P7.1     encode  memcpy floor    4793491        13.7        14.3        15.1      2.39            0   0.031        0.027

P7.1     decode  gp-parse         74899       943.2       957.9       980.4    159.65          776   1.000        1.000
P7.1     decode  managed-parse    74899       540.3       551.4       600.5     91.89          656   0.576        0.576
P7.1     decode  memcpy floor    4793491        13.6        13.8        14.1      2.30            0   0.014        0.014

Reading this table.
  /gp-writeto is the fair baseline on encode: CalculateSize + WriteTo(Span) into a
    reused buffer, no allocation. On decode the baseline column is gp-parse for both.
  /gp-tba is Google.Protobuf's ToByteArray, which is the call application code
    actually writes. The two differ by one allocation of the output, and the gap
    between the two columns is that allocation with nothing else in it.
  managed against managed-2pass is a WITHIN-ARM delta in the same rounds (R4): one
    pass with a learned length width against two passes with exact prefixes, which
    is the shape Google.Protobuf uses. It prices the single pass ALONE.
  memcpy floor is R2's bound: no encoder produces N bytes for less than one copy of
    N bytes. On DECODE it is a weak floor except on the M5 bulk rows, where a
    decode is a copy; elsewhere read it as a scale and not as a bound.
  ns/elem divides by the element count, which for P1.1 (4 elements) is a per-MESSAGE
    cost divided by four and is NOT comparable with P1.2's.
  There are no crossing counts here: every arm in this table is in-process managed
    code and crosses nothing. The counts R5 asks for belong to the core-ffi arm,
    which is not built.

